Address,Email Address,License Validity,Name,Official Representative,Status,Tel No/s,Website
"ROOM 305, GEDISCO TERRACE, 1148 ROXAS BLVD. ERMITA, MANILA",kookiesinternational@yahoo.com,10/20/2009 to 10/19/2013,KOOKIES INTERNATIONAL RECRUITMENT AGENCY INC Private Employment Agency,ARMANDO J. ZOLETA,Cancelled,484-2419,www.kookiesinternational.com
"GF HALA BLDG, 1836 LEON GUINTO ST. MALATE, MANILA",MEDX@YAHOO.COM,11/7/2010 to 5/6/2011,KOPOS-MEDX INTERNATIONAL INCORPORATED Private Employment Agency,WILFREDO C. DELOS SANTOS,Delisted,3029206/3029197 OR 98,None
KM.16 SOUTH SUPERHIGHWAY PARANAQUE M.M. ,,to 6/30/1982,KOPPEL INC  Construction Contractor,MR CONSTANTE VENTURA,Cancelled,8274948,
"U-802&803,PEARL OF THE ORIENT TWR,1240 ROXAS BLVD ERMITA, MANILA",info@korpilshipping.com,1/19/2017 to 1/18/2021,KORPIL SHIPMANAGEMENT AND MANNING CORPORATION (FOR INTER-PACIFIC Manning Agency,ELIAS Y. DE LOS REYES III,Valid License,5261186 TO 89 / 09178824719 / 09989730624,www.korpilshipping.com
"RM 501, DOÃ‘A FELISA SYJUCO BLDG, 1872 REMEDIOS ST  MALATE, MANILA",koseninternational@yahoo.com,12/10/2010 to 12/10/2014,KOSEN INTERNATIONAL INC Private Employment Agency,MICHELLE S. CANAMO,Cancelled,3106512,www.kosenjobs.com
"2-A, 1325 M. ADRIATICO STREET ERMITA, MANILA",kougen_manila@yahoo.com,4/15/2016 to 4/14/2020,KOUGEN INTERNATIONAL PROMOTION Private Employment Agency,MA CECILIA D TERMULO,Cancelled,310-2255/310-2266/310-2277/09399580125,None
"RMS1&2(2F) LTC TOWER 1732 DIAN ST PALANAN, MAKATI",kp.manpower@yahoo.com,6/17/2007 to 6/16/2011,KP MANPOWER SERVICES CORPORATION  Private Employment Agency,RAMIL M MERCADO,Cancelled,7293262 TO 63/ 5501008,
"U201, ERISHA COND,1142 P OCAMPO SR AVE COR DIAN MALATE, MANILA",krisaie.international@yahoo.com,3/18/2016 to 3/17/2020,"KRIS-AIE INTERNATIONAL, INC. Private Employment Agency",AGNES V. GIMENEZ,Valid License,5244788/5281991,www.krisaieinternational.com
"U-701,702,708&709, PRESTIGE TWR, EMERALD AVE ORTIGAS, PASIG CITY",kci@krisalis.com.ph,10/23/2015 to 10/22/2019,KRISALIS CONSTRUCTION INC Construction Contractor,ANGEL S RACOMA,Valid License,6371582 TO 85,www.krisalis.com.ph
RM.202-205 2/F GEDISCO CTR 1564 A.MABINI ERMITA ,,2/14/1992 to 2/14/1994,KRK INTERNATIONAL CO (FOR DP ELARDO SVC EXPORT & TRDG) Service Contractor,,Delisted,595778,
"5F & 6F, CORELA BUILDING, 3713 BAUTISTA STREET PALANAN, MAKATI",kevtrix2002@yahoo.com,3/27/2016 to 3/26/2020,KRONA INTERNATIONAL SERVICE SYSTEMS INC Private Employment Agency,MS ELSA U VILLA,Valid License,8907734 / 09277493928,www.kronacorp.com
"U-5 FELBETS BLDG KM7 DAVAO CITY DAVAO CITY, DAVAO DEL SUR",ktransc@yahoo.com,4/2/2012 to 10/1/2012,KS TRANSCARRIER MANAGEMENT CORP Manning Agency,DIONISIO S. CORBITA,Delisted,3003623,NA
"2619 G. DEL PILAR ST., SINGALONG MANILA",KTINTERNATIONALRECRUITMENTAGENCY@YAHOO.COM,2/14/2006 to 2/14/2007,KT INTERNATIONAL RECRUITMENT AGENCY Private Employment Agency,MR. KIM KUY S. CHAN,Delisted,431-4238,None
"1574-B & PENTHSE A-3 GEDISCO CTR 1564 A. MABINI ST ERMITA, MANILA",None,5/14/2007 to 5/13/2011,KU-8 INTERNATIONAL PLACEMENT AGENCY Private Employment Agency,CRISTINA D NAZAR,Cancelled,5282095,None
U-7 3F A.FRANCISCO GOLD COND. I 784 EDSA QUEZON CITY,kyrintl@yahoo.com,5/8/2015 to 5/7/2019,KYR INTERNATIONAL MANPOWER SERVICES Private Employment Agency,MA PRECILLA Y RESUENA,Valid License,4330705/4343144,None
RM.1005 SARMIENTO BLDG AYALA AVE MAKATI M.M. ,,to 10/18/1983,L & J SHIPPING AGENCY  Manning Agency,MR ANTONIO TORAYA JR,Inactive,859268,
9617 KAMAGONG STREET MAKATI CITY ,,3/8/1994 to 3/7/1996,L N UNITED PLACEMENT SERVICES COMPANY  Service Contractor,NESREEN F LACHICA,Inactive,8434937,
"3695 BAUTISTA ST., BRGY PALANAN MAKATI",lsjmanpower2016@gmail.com,4/6/2016 to 4/5/2020,L S J MANPOWER SERVICES INC Private Employment Agency,,Valid License,358-4882,www.lsjmanpower.com
"RMS 1079-B&1081-273 RAMAGI BLDG PEDRO GIL ST PACO, MANILA",lcmanpower03@gmail.com,9/25/2014 to 9/24/2018,L.C. MANPOWER EXPERTISE CORPORATION Service Contractor,ESHIRLETA A ESMORES,Valid License,3533622 / 3109148 / 09178507303,www.lcmanpower.com
APT C-2 23 DAPITAN COR DE ALEJOS STS QUEZON CITY,None,4/11/2002 to 4/10/2004,L.M.R. NURSING RECRUITMENT SERVICES INC Private Employment Agency,EDUARDO RANCHERO,Delisted,7838955,None
"RM405 GEDISCO CENTRE 1564 A MABINI ST ERMITA, MANILA",None,4/20/2001 to 4/19/2003,LA CRUISSER INTERNATIONAL SERVICES Private Employment Agency,MR ANGELITO S DAVID,Delisted,5234053 / 5251652,None
#321 ONG BUILDING BONIFACIO STREET PINAMALAYAN ORIENTAL MINDORO,lfviaggi@gmail.com,12/8/2017 to 12/8/2019,LA FORTUNA VIAGGI NEL MONDO RECRUITMENT AND MANPOWER AGENCY INC. Private Employment Agency,JOHN ROBERT R MANOY,Valid License,09778434725,None
"GF 812 & 2F 808 REINA REGENTE ST  BINONDO, MANILA",lic@pacific.net.ph,4/14/2007 to 4/13/2011,LABOR INTERNATIONAL CORPORATION Service Contractor,EDWARD C DIZON,Delisted,2321255/60,None
SUITE 27 MIDTOWN RAMADA ARCADE ADRIATICO ST ERMITA ,,1/20/1994 to 1/19/1996,LACAZ OVERSEAS MANAGEMENT CORPORATION  Private Employment Agency,MR NARCISO DELA FUENTE,Delisted,,
"784-A, QUIRINO AVENUE, BRGY. TAMBO PARAÃ‘AQUE",lacertacrd@lacerta.ph,8/1/2016 to 7/31/2020,"LACERTA SHIPPING AGENCIES PHILS., INC. Manning Agency",FLORA M IGNACIO,Valid License,8014269 / 8014274 / 8014279,www.lacerta.net
"614-616 ESTRAUDE ST BINONDO, MANILA",lakastao1993_agency@yahoo.com,3/8/2016 to 3/7/2020,LAKAS TAO CONTRACT SERVICE LTD. CO. Service Contractor,JOSEPHINE T.TAN,Valid License,02- 2428439 to 40/ 09178584459,None
"2110 (GF) & RMS 201 & 205, 2/F, JEPCO BLDG, 2118 M MALATE, MANILA",lamhealth@rocketmail.com,9/22/2011 to 9/22/2015,LAM HEALTHCARE STAFFING CORP Private Employment Agency,MARGARITA CECE ARCILLA,Cancelled,400-5886/ 5168398,NA
24 GUAM ST BETTERLIVING SUBD PARA#AQUE M.M. ,,3/1/1995 to 3/1/1997,LAMONT STAFFBUILDERS INTERNATIONAL  Private Employment Agency,MS LOURDES MONTGOMERY,Delisted,8219923,
"3F, 1641-A DIAN ST BGY SAN ISIDRO MAKATI CITY ",lancepsinc@yahoo.com,7/1/2007 to 6/30/2011,LANCE PLACEMENT SERVICES INC Private Employment Agency,SARAH JANE S. CUSTODIO,Delisted,8884295,None
UNITS 21 & 22 CARGO VILL CMPLX N.AQUINO AVE PQUE M ,,8/6/1998 to 8/5/2000,LAND & HOUSING DEVELOPMENT CORPORATION  Construction Contractor,MS ELIZABETH ORBETA,Delisted,5510621,
GM 106 (MF) & RMS 303-304 TAFT OFFICE CTR 1986 TAF PASAY CITY,apn@landbasehr.com/annacino@landbasehr.com,1/25/2016 to 1/24/2020,LANDBASE HUMAN RESOURCES COMPANY Private Employment Agency,AGUSTIN P. NACINO,Valid License,9945481/ 9256497/ 5211714/ 09178782005,www.landbase.net
"RMS 502,503 & 407 LBH BLG, 1431 A. MABINI ST ERMITA, MANILA",NA,1/18/2008 to 1/18/2012,LANDMARK MANPOWER INTERNATIONAL AGENCY Private Employment Agency,ROSALINDA A. MANIEGO,Cancelled,6662799,NA
2/F DCG BLDG DELA ROSA & LEGASPI ST MAKATI MM ,,to 11/10/1983,LANDOIL RESOURCES CORPORATION  Construction Contractor,MR NICASIO DE VENECIA,Cancelled,858702 / 885541,
"RM 504, L&S BLDG, 1414 ROXAS BLVD ERMITA, MANILA",hr@laqinternational.com,6/23/2011 to 6/22/2015,"LAQ INTERNATIONAL PLACEMENT, INC. Service Contractor",MA LUISA B PETALLO,Cancelled,FOR INSTALLATION,www.laqinternational.com
878 G/F DONA MATILDE BLDG L.GUINTO ST ERMITA ,,to 11/25/1984,LAS PALMAS INTERNATIONAL MANPOWER CORPORATION Private Employment Agency,CAPT DONALD V PALMA,Forever Banned,5217060,
MATILDE BLDG 878 APACIBLE COR L.GUINTO ST ERMITA ,,7/11/1986 to 7/11/1988,LAS PALMAS INTERNATIONAL SHIPPING CORPORATION Manning Agency,CAPT DONALD V PALMAS,Forever Banned,508450 / 5217060,
S2B 2F ALBAR BLDG 425 A.FLORES ST ERMITA MANILA ,,5/19/1994 to 5/19/1996,LASCO INTERNATIONAL MANPOWER AGENCY INC  Private Employment Agency,MS FREDELINA M LASCO,Delisted,593222,
"GF 1636 BLG 1636 F AGONCILLO ST MALATE, MANILA",lasuertemanila@msn.com,6/9/2014 to 6/8/2018,"LASUERTE INTERNATIONAL MANPOWER AGENCY, INC. Private Employment Agency",DEBBIE S LAO,Cancelled,5362251/ 5362041,None
"R303 PIERRE N PAUL BLG 505 AFLORES ST COR A MABINI ERMITA, MANILA",carol@laumelintl.com,5/31/2016 to 5/30/2020,LAU` MEL INTERNATIONAL STAFFING SERVICES INCORPORATED (FOR: LAU` MEL INTL Private Employment Agency,CAROLYN C. CENTENO,Valid License,536-3671/ 09167965800,www.laumelinternational.com
"SUITE A, 11/F, G.E. ANTONINO BLDG, T.M. KALAW ST C ERMITA, MANILA",info@laurelcarriers.com,2/27/2016 to 2/26/2020,"LAUREL CARRIERS PHILIPPINES, INC. Manning Agency",FERDINAND G DOMASING,Valid License,247-7450/ 354-7307/ 09999933440,www.laurelcarriers.gr
"S301,302,303,304&306, 3F, MILANDRE CTR, 982 QUEZON QUEZON CITY",laurin@laurinmaritime.ph,10/28/2016 to 10/27/2020,LAURIN MARITIME PHILIPPINES INC (FORMERLY PHIL-WORLD SHIPPING SERVICES CORP Manning Agency,MA LOURDES M CANARIA,Valid License,373-6963 loc 101,www.laurinmaritime.com
"RMS 301, 304 & 306 MRS BLDG , 1431 A MABINI STREET ERMITA, MANILA",lbhinternationalplacement@yahoo.com,3/16/2012 to 3/16/2016,LBH INTERNATIONAL PLACEMENT AGENCY Private Employment Agency,ATTY OLIVER D BAYOT,Cancelled,63-2-254-6983 / 63-2-353-0895,www.lbh-ipa.com
"3F, 59 MULTINATIONAL AVE EXT, MULTINATIONAL VILL PARAÃ‘AQUE",lbkskillsproviders@yahoo.com,10/14/2015 to 10/13/2019,LBK SKILLS PROVIDERS CORP Private Employment Agency,JOVELYN C SALVADOR,Valid License,8131992 / 8246884,NA
"M3-5,R300,301,302,304,305&401GOCHANGCO,610TM KALAW ERMITA, MANILA",ceo@e-recruitment.com.ph,11/7/2015 to 11/6/2019,LBS RECRUITMENT SOLUTIONS CORP (FORMERLY LBS E-RECRUITMENT SOLUTIONS CORP) Private Employment Agency,LORETO SORIANO,Valid License,5244745/ 5244750/ 09287923706,www.lbsrecruitment.com.ph
SUITE 2094 V.V.SOLIVEN BLDG EDSA SAN JUAN M.M. ,,to 8/21/1985,LC OVERSEAS EMPLOYMENT RECRUITER  Private Employment Agency,MR BENJAMIN V LUNA,Forever Banned,789961,
SUITE 23 & 28 MIDLAND PLAZA ADRIATICO ERMITA MLA ,,to 3/16/1985,LCC GENERAL SERVICES & PLACEMENT AGENCY  Private Employment Agency,MS CONSUELO C LEUS,Forever Banned,584616 / 5216878,
"1137JULIO NAKPIL ST., MALATE, MANILA ",None,7/6/2000 to 6/27/2002,LE FELIZ INTER-UNIVERSAL MANPOWER SERVICES CORPORATION Private Employment Agency,MS ROSARIO D BELARMINO,Delisted,5216860,None
RM.I-D JACINTO BLDG 173 YAKAL ST MAKATI M.M. ,,to 8/26/1984,LE GIRON BUILDERS ENTERPRISES  Construction Contractor,MR LOLITO E GIRON,Forever Banned,,
*RM.2A 284 DO#A ANITA BLDG E.RODRIGUEZ AVE QC ,,5/19/1993 to 5/18/1995,LE MOND SHIPPING CORP(FOR RED LENS MANNING CORP) Manning Agency,MR ROBERT LAPITAN,Cancelled,3530912 / 2023122,
"2655 A.BAUTISTA ST MALATE, MANILA",recruit@lead.com.ph,4/14/2016 to 4/13/2020,LEAD RESOURCES MANAGEMENT CORP. (FORMERLY VEAM ENT. CO.) Private Employment Agency,JOHN FELICISIMO MANECLANG,Valid License,5212558/ 5253798/ 3101833 to 34/ 09087296526,www.lead.com
5/F TRINITY BLDG. 636 TM KALAW ERMITA MANILA ,,5/5/1996 to 5/4/1998,LEADING MARITIME SERVICES INC  Manning Agency,ISAGANI Q LISACA,Delisted,5259435 / 5259436,
"UNIT 1040, GF, MPR BLG, 1044 ALHAMBRA ST ERMITA, MANILA",samba5000@hotmail.com,8/23/2014 to 8/22/2018,LEADWELL INTERNATIONAL MANPOWER SERVICES INC (FOR NPJ PLCMT & PROM AGENCY) Service Contractor,ANALIZA S ALENEZI,Valid License,242-5941,www.leadwellinternational.com
4704 ANSA BLDG RM204 SOLCHUAGA COR TELLA P.TAMO MK ,,4/12/1994 to 4/12/1996,LEAH INTERNATIONAL MANPOWER SERVICES INC Service Contractor,,Delisted,853847 / 3631700,
"UNIT 28, BIRCH TOWNHOMES, 4363 DAYAP ST PALANAN, MAKATI",ofeliamgajete@yahoo.com.ph,10/26/2015 to 10/25/2019,LEDMIR HUMAN RESOURCES EXCHANGE CORP. Private Employment Agency,OFELLA M GAJETE,Valid License,5518029/ 28/ 5518723,None
"PLARIDEL STREET, LOOC, MANDAUE CITY CEBU",leesvic@yahoo.com,2/21/2016 to 2/20/2020,LEES UNITED INTERNATIONAL CORP. Private Employment Agency,ESTRELLA B NG,Valid License,(032) 2682998/(032) 513-5212,www.leesunitedintl.com
"RS314,TAFT CENT EXCHANGE MALL, TAFT COR GIL PUYAT PASAY CITY",leewardmarineservices@ymail.com,8/24/2017 to 8/23/2021,LEEWARD MARINE SERVICES INC Manning Agency,DELFIN D DEL CASTILLO,Valid License,8337558,None
"U1001, PEARL OF THE ORIENT TOWER, 1240 ROXAS BLVD ERMITA, MANILA",saudiphilmanpower@gmail.com,12/9/2014 to 12/9/2018,LEGACY HUMAN RESOURCE INTERNATIONAL INC. (FOR: SAUDIPHIL MANPOWER SCVS INC) Private Employment Agency,YSMAEL TAGO MIMBALA ALI,Valid License,5619622/0917-6970213/0919-4965132(mobile),None
"GF & 2F, 1676-D DIAN STREET SAN ISIDRO, MAKATI",leila_manpower@yahoo.com.ph,12/13/2017 to 12/12/2021,LEILA INTERNATIONAL SERVICES INC (FORMERLY: LEILA`S MANPOWER SERVICES) Private Employment Agency,LEILA PULIDO CONCEPCION,Valid License,239-6632/239-6051,leilasmanpower.com
"2F, 156 BLG, 156 DOÃ‘A SOLEDAD AVE, BETTER LIVING S PARAÃ‘AQUE",vso@leitzgo.com.ph,1/28/2016 to 1/28/2020,LEITZ GO INTERNATIONAL RECRUITMENT INC Private Employment Agency,LEA P ARUJADO,Valid License,(632) 8776122 (telefax),www.leitzgo.com.ph
SUITE 119 ICTTI 68 EDSA COR PINATUBO MANDALUYONG ,,to 7/15/1986,LEO MANPOWER SERVICES  Private Employment Agency,MR PATRICIO DELA CRUZ JR,Delisted,,
"915 PRES.QUIRINO AVE COR LEON GUINTO ST MALATE, MANILA",leonismanning@leonisnav.com.ph,7/24/2004 to 7/23/2010,LEONIS NAVIGATION COMPANY INC Service Contractor,CAPT MOBO B PATRICIO,Delisted,5238646-50,NA
"915 PRES.QUIRINO AVE COR LEON GUINTO ST MALATE, MANILA",leonismanning@leonisnav.com.ph,7/24/2014 to 7/23/2018,LEONIS NAVIGATION COMPANY INC Manning Agency,CAPT HERNANI P. FEUSCA,Valid License,5238646-50,NA
NO.8 JUDGE JIMENEZ ST COR E.RODRIGUEZ AVE QC ,,7/6/1992 to 7/5/1994,LEVERAGE INTERNATIONAL CONSULTANTS INC  Private Employment Agency,MS CECILIA A SANCHEZ,Delisted,7111071 / 7111073,
4427 CALATAGAN COR IBARRA ST PALANAN MAKATI CITY ,,4/25/1992 to 4/19/1994,LEXICON MANPOWER CORPORATION  Private Employment Agency,MR MIGUEL G ZARAGOSA,Delisted,8310931 / 8310931,
"NAGERONG, LAZI SIQUIJOR SIQUIJOR, SIQUIJOR",Lexusinc2002@yahoo.com.ph,1/29/2011 to 1/28/2015,LEXUS INC Service Contractor,ORPHEUS A. FUA,Cancelled,9216534,None
U4-6 2038 H20 BLDG F B HARRISON ST PASAY CITY PASAY CITY,NA,1/12/2010 to 1/12/2014,LFC INTERNATIONAL HUMAN RESOURCES Private Employment Agency,LUALHATI F. CLAUDIO,Cancelled,4003512,NA
"GROUND FLOOR, 1736-B DIAN ST. PALANAN, MAKATI",lghinternational@ymail.com/lghi.info@gmail.com,3/18/2016 to 3/17/2020,LGH INTERNATIONAL SERVICES INC Service Contractor,ANGELINA G. INABIOHAN,Valid License,5514105/ 2398431/0939-9216282 (mobile),None
919 P.PAREDES COR LERMA STS SAMPALOC MANILA ,,to 8/18/1986,LGR INTERNATIONAL MANPOWER SERVICES  Private Employment Agency,MS LYDIA REGALA,Forever Banned,352976,
NO.15 12TH STREET NEW MANILA QUEZON CITY ,,5/7/1994 to 5/6/1996,LHDC SUPPORT SYSTEMS INC  Service Contractor,MR JOSE T PARDO,Delisted,798698 / 7217264,
"1ST AND 2ND FLRS, 151 SAMPAGUITA ST, NAPICO MANGGAHAN, PASIG CITY",lidien.emplt@yahoo.com,12/23/2014 to 12/22/2018,"LI DIEN PROMOTIONS & EMPLOYMENT SERVICES, INC. Private Employment Agency",MYRNA B. CALUB,Valid License,7942082,None
8TH FLR FILIPINAS LIFE BLDG AYALA AVE MAKATI MM ,,to,LIANGA BAY LOGGING  Service Contractor,MR ARMANDO T CRUZ,Inactive,888881,
LEGASPI TOWERS 300 VITO CRUZ COR ROXAS BLVD MM ,,to 5/19/1984,LIBERTY CONSTRUCTION & DEVELOPMENT CORPORATION Construction Contractor,MR HORACIO C ABRANTES,Inactive,,
"2F FORTUNE BLG, 144 PASIG BLVD,BAGONG ILOG, PASIG CITY",liboonz_international@yahoo.com,12/8/2005 to 12/8/2006,LIBOONZ INTERNATIONAL MANPOWER AGENCY Private Employment Agency,YOLANDA L. MATIAS,Cancelled,6721745/ 6721445,None
1745 TAFT AVE MALATE MANILA ,,to 9/3/1985,LIBRA INTERNATIONAL PLACEMENT & TRADING INC Service Contractor,MR JOSE L ALCABASA SR,Cancelled,,
1253 PENAFRANCIA ST COR P. QUIRINO AVE EXT PACO ,soledad@pldtdsl.net/lidros@pldtdsl.net,12/18/2002 to 12/17/2006,LIDROS SERVICE CONTRACTOR INC (JS SERVICE CONTRACTOR) Service Contractor,MS SOLEDAD SM DEL ROSARIO,Cancelled,5631940/5220746/5639008,www.lidros.net
"R250 COLON DEV CORP BDG II COLON COR JAKOSALEM STS CEBU CITY, CEBU",NA,2/23/2007 to 2/23/2008,LIFE SUPPORT INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,FEVIS S. JABAYBAY,Delisted,NA,NA
1901 REMEDIOS COR MODESTO STS MALATE MANILA ,None,3/8/2012 to 3/7/2016,LIFELINE INTERNATIONAL PHILS INC Service Contractor,RONALD G. RAMOS,Cancelled,5232803 / 5232805,None
"2F, FERON BLG, 9590 KAMAGONG COR BAGTIKAN STS SAN ANTONIO VILLAGE, MAKATI",myjob@lifelinks.com.ph,2/20/2016 to 2/19/2020,LIFELINKS INTERNATIONAL RESOURCES INC Private Employment Agency,JAIME MIGUEL G DE SEQUERA,Valid License,8150407 / 7981111 local 3201 to 3202 / 09989685750,www.lifelinks.com.ph
"UNIT 3 AGONCILLO TOWN HOUSE AGONCILLO STREET ERMITA, MANILA",lifeworkmanpowerservices@gmail.com,2/27/2017 to 2/27/2019,LIFEWORK INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,CECILIA IRENE O SOLIVIO,Valid License,(02) 2515126 / 09152069105,NA
"102A,104&105, PEARL OF THE ORIENT TWR, 1240 R BLVD ERMITA, MANILA",inquiry@lhphil.com / desiree@lhphil.com,2/7/2016 to 2/6/2020,LIGHT & HOPE OVERSEAS PLACEMENT AGENCY INC. Private Employment Agency,BELLA PORTIA V ROSS,Valid License,5595904 / 09283708927,www.lightandhopeph.com
2ND FLR EUROVILLA COND LEGASPI VILL MAKATI ,,6/1/1988 to 5/26/1989,LILY SHIPPING CORP  Philippine Registered Vessel,MR BENJAMIN R BERNARDO,Delisted,,
"U203 &205, PAGE I BLDG, ACACIA AVENUE, MADRIGAL BU AYALA ALABANG, MUNTINLUPA",admin@linkasiamanpowersolutions.com,11/18/2014 to 11/17/2018,LINK ASIA MANPOWER SOLUTIONS CORP Private Employment Agency,,Valid License,(02) 8163258,www.linkasiamanpowersolutions.com
1706 E.RODRIGUEZ SR AVE COR LOS ANGELES CUBAO QC ,None,5/28/2004 to 5/27/2008,LINKSTAFF SERVICES INC Private Employment Agency,MS LINA PRIMA ALBA LIMBO,Cancelled,7214188/ 7217370/ 7220964,None
1411 VITO CRUZ EXT SN ANTONIO VILLAGE MAKATI M.M. ,,to 3/22/1985,LION MANPOWER RECRUITING AGENCY  Private Employment Agency,MR ZACARIAS M MENDOZA,Forever Banned,,
U-8 4F ROYAL BAY TER`CES CONDO UN AVE ERMITA MANIL ,,8/16/2000 to 8/15/2002,LIONESS INT`L PLACEMENT AGENCY PHILS.  Private Employment Agency,ERLINDA P SERRANO,Revoked,5253815 / 5263818,
2/F DITZ BLDG 444 TM KALAW ST ERMITA MANILA ,litonjua@skynet.net,2/17/2004 to 2/16/2008,LITONJUA & COMPANY INC Manning Agency,MR EDUARDO K LITONJUA,Delisted,5211951TO 57,None
1427 ANTONIO MACEDA ST SAMPALOC MANILA ,,12/19/1991 to 12/18/1993,LIVI INTERNATIONAL  Private Employment Agency,MS LILY VICTORIA AZARCON,Delisted,501721,
"3RD & 4TH FLOORS, ADK PLAZA COMMERCIAL CENTER, 212 MALATE, MANILA",farida_lizsil@yahoo.com,4/28/2015 to 4/27/2019,LIZSIL INTERNATIONAL MANPOWER AGENCY Private Employment Agency,ULANBAI S LIZARDO,Valid License,5731066/ 09291559224/ 09155350019,NA
475 E.RODRIGUEZ SR BLVD QUEZON CITY ,,10/5/1992 to 10/4/1994,LM CAMUS ENGINEERING CORPORATION  Construction Contractor,MR LUIS M CAMUS,Delisted,985151 / 9229038,
519 E.DELOS SANTOS AVE CUBAO QUEZON CITY ,,to 4/21/1984,LM POWER ENGINEERING CORPORATION  Construction Contractor,MR LUIS L MENDOZA,Inactive,,
"1881 MA. OROSA STREET MALATE, MANILA",lmbwsi@yahoo.com,7/29/2015 to 7/28/2019,"LMB WORLDWIDE SERVICES, INC. Private Employment Agency",BELLA REYES RODRIGUEZ,Valid License,4748678/7084693,None
"U203,204&205 J&F BLDG.I KINGSVILLE ARCADE M. HWAY ANTIPOLO CITY, RIZAL",None,1/24/2010 to 7/23/2010,LMKC INTERNATIONAL RECRUITMENT INC. Private Employment Agency,LILIA C. CASANOVA,Delisted,682-1821,None
"S-1 COLORADO BLDG 1334 F AGONCILLO ST MANILA ERMITA, MANILA",lmlmanpower@gmail.com,6/19/2016 to 6/18/2020,LML HUMAN RESOURCES SERVICES Private Employment Agency,LORENA M. LASALA,Valid License,4843632 / 4981389,NA
RMS 316&318 BF CONDO BLDG A. SORIANO AVE IN`MUROS ,,2/18/2002 to 2/17/2004,"LMS MANNING, INC.  Manning Agency",CAPT DONATO P MARFIL,Delisted,5275854,
"1ST & 2ND FLRS, J & J BLDG, 1936 SAN MARCELINO ST MALATE, MANILA",ludy_lnsagency@yahoo.com,4/11/2016 to 4/10/2020,LNS INTERNATIONAL MANPOWER SERVICES CORPORATION (FORMERLY L.N.S. INTERNATIO Private Employment Agency,LUDEVINA E CASABUENA,Valid License,2581678/5240940/5673171/09998817403,www.lnsmanpower.com
"LOADSTAR BLDG 1294 ROMUALDEZ ST PACO, MANILA",None,10/30/2014 to 10/15/2017,LOADSTAR INTERNATIONAL SHIPPING INC Philippine Registered Vessel,MR HENRY U TANHUECO,Valid License,,None
68 KALAYAAN AVE DILIMAN QUEZON CITY ,None,7/27/2002 to 7/26/2006,LOCKWELL BUILDERS INC Construction Contractor,ENGR DONATO T PANGILINAN,Delisted,9215841 / 9225015/4360937,None
"8/F,R-605 &7A STANISCO TWR 999 P GIL COR AGONCILLO ERMITA, MANILA",logagencyinc@gmail.com,4/22/2014 to 4/22/2018,LOG INTERNATIONAL HR & RECRUITMENT AGENCY INC Private Employment Agency,ANNA LORWINA D. GOSUICO,Valid License,6213958/256-1139/ 09288485467,www.loginternationalrecruit.com
"03 PONCE STREET SAN LORENZO VILLAGE, MAKATI",irene@longterm.com.ph,4/22/2014 to 4/22/2018,LONG TERM RECRUITING AND DEVELOPMENT CORP Private Employment Agency,FAUSTINO O. SALUD,Valid License,8179220,www.longtermrecruiting.net
"G/F & 2/F, 1677-C DIAN STREET, BRGY. SAN ISIDRO MAKATI",loramac.corp@gmail.com,1/26/2016 to 1/25/2020,LORAMAC PROMOTIONS CORPORATION Private Employment Agency,LORNA OCON,Valid License,02-748-5431/ 09777405527,None
RM 404 ELCO BLDG 202 E. RODRIGUEZ SR BLVD QC ,,10/26/1994 to 10/26/1998,"LORAN INTERNATIONAL OVERSEAS RECRUITMENT CO., INC. Private Employment Agency",MS LORNA C ORCIGA,Delisted,7230071,
3RD FLR KING`S COURT BLDG 2129 PASONG TAMO MAKATI ,,2/5/1989 to 2/5/1991,LORENTZEN MARITIME INC  Philippine Registered Vessel,MS THELMA A MANUEL,Delisted,8164875 / 8171312,
"202A,204,205,217,309,311,410 GEDISCO CTR ERMITA ",,12/7/1996 to 12/6/1998,LORICH INTERNATIONAL MANPOWER SERVICES  Private Employment Agency,MS ALMA TOLENTINO,Delisted,5254921,
RM 2-A 2/F 1828 SN MARCELINO ST MLTE MLA ,losninosdelmar@yahoo.com,3/10/2005 to 3/9/2009,LOS NINOS DEL MAR MARINE SERVICES Manning Agency,DOMINGO M GOMEZ,Cancelled,303-0270,None
"R702&704,7F S&L BLG.1500 ROXAS BLVD., ERMITA, MANILA",crew.lotship@gmail.com,8/14/2015 to 8/13/2019,"LOTUS SHIPMANAGEMENT, INC. Manning Agency",MARIANITO Z AGUISANDA,Valid License,4002189 up to 92,www.lotship.com
3F RCH BLG 6 673 BONI AVE MANDALUYONG,info@louisinternational.com,1/8/2016 to 1/7/2020,LOUIS INTERNATIONAL MANPOWER SERVICES (PHILS) INC Private Employment Agency,RACHEL V. MENDEZ,Valid License,5317978/4773520,www.louisinternational.com
"26B GREENVIEW SUBD.PAGSABUNGAN,BASAK MANDAUE CITY, CEBU",lovemanpower-intl@yahoo.com,6/6/2004 to 3/5/2008,LOVE MANPOWER RESOURCE INTERNATIONAL Private Employment Agency,JAMES E LAMBATIN,Cancelled,4160-973/4160-975,None
